No.,GlassNo.,DataSource,Year,DataSourceNumber,State,GlassSystem1,GlassSystem2,GlassSystem3,Appearance1,Appearance2,Appearance3,Appearance4,Usage1,Usage2,Usage3,Usage4,ThermalTreatment,Note,GlassNo.(Structure),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Ag2O,MnO,FeO,CoO,NiO,CuO,ZnO,SrO,CdO,PbO,SnO,Cr2O3,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,Co3O4,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,P2O5,Ta2O5,Nb2O3,SO3,MoO3,WO3,H2O,LiF,NaF,KF,MgF2,CaF2,SrF2,BaF2,ZnF2,PbF2,YF3,AlF3,LaF3,GdF3,YbF3,ErF3,F,Cl,Br,Ag,Young'sModulusatRT(GPa)
1897,GJ02-091222,GlassPhysics&Chemistry,1980,v.006p.0310,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,,,,,,,,71,0,15,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.6
4430,XP06-211079,JapanesePatentKonicaMinolta(J),2001,A026459,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,,GlassCeramics,,,,MagneticMemoryDisk,,,,,Crystal:Magnesium-Aluminosilicate,,55.91,0,9.25,22.5,0,0,5.47,0,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,3.79,0,0,1.23,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.16
136,GB02-006435,HandbookofGlassProperties,1986,v.001p.0322,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,62.5,0,0,0,27.5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.6
910,GJ02-037301,GlassTechnology,1975,v.016p.0093,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,Deferminationofthermalexpansiondifference,,73.23,0,0,0,9.79,0,0,16.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.4
6300,GP02-228364,EuropeanPatentNipponSheetGlass(J),2003,A1270524,Glass,AlkaliSilicate,Alkaline-earthSilicate,,SheetGlass,,,,IRAbsorbingMaterial,UVAbsorbingMaterial,VehicleWindow,,,Ex.6,,70.98,0,0.79,5.47,8.26,0,0.66,12.82,0.49,0,0,0,0.003189,0.02,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.9
2506,GJ35-144347,GlassPhysics&Chemistry,1992,v.018p.0159,Glass,Germanate,,,,,,,,,,,,,,9.05,0,0,0,0,0,0,9.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.8
2867,GJ02-165691,GlassPhysics&Chemistry,1996,v.022p.0356,Glass,AlkaliSilicate,,,,,,,,,,,,,,67,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
10315,GP03-351667,USPatentHoyaCorp.(J),2013,A8394516,Glass,Alkaline-earthSilicate,AlkaliSilicate,,Melting,Disk,,,MagneticMemoryDisk,,,,,ex.16,,65,0,6,1.5,14,0,2,6.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5
5932,GP03-225323,USPatentNipponSheetGlass(J),2002,A0049128,Glass,Alkaline-earthSilicate,Alumino-Silicate,AlkaliSilicate,,,,,Substrate,MagneticMemoryDisk,,,,,,50.1,0,15,17.9,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
7082,GP05-261817,USPatentHoyaCorp.(J),2004,A6818576,Glass,Boro-Silicate,Alkaline-earthSilicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.9,,50,10,10,10,10,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.53
1189,GC01-052200,Shin-EtsuQuartzProducts(J),1980,Heralux-WG,Glass,Silica,,,Tube,,,,Machinary,,,,,ForOpticalFiberMfg,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.42
4415,XP06-211064,JapanesePatentKonicaMinolta(J),2001,A026457,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,,GlassCeramics,,,,MagneticMemoryDisk,,,,,Crystal:Magnesium-Aluminosilicate,,57.57,2.89,14.19,23.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.2
10755,GP01-356735,USPatentCorningInc.(US),2014,A0147664,Glass,Silica,,,Sintered,Cellular,,,CatalystCarrier,GasSeparation,,,,ex.9,,96.53,3.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7477
10157,GP03-316978,EuropeanPatentAsahiGlass(J),2014,A2789587,Glass,Alkaline-earthSilicate,Alumino-Silicate,,NonAlkali,,,,Display,Substrate,,,,Ex.2,,68.3,0,13.9,7.2,8.2,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.2
2172,GP20-107757,EuropeanPatent,1990,A0356746,Glass,Phosphate,,,,,,,Laser,,,,,,,3,9.01,11.84,0,0,0,24.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0.36,1.74,0,0,0,0,0,0,0,0,0,49.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
8321,GP02-290632,USPatentAsahiGlass(J),2009,A0110963,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.6,,61,0,13,3,0,0,13.2,5.2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.4
3455,XP03-190419,EuropeanPatentHoyaCorp.(J),1999,A0941973,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,,,,50,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.4
757,GB05-025781,HandbookofGlassData,1987,v.00Cp.0454,Glass,Boro-Silicate,AlkaliSilicate,,,,,,,,,,,,,57.14,28.57,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.1
1065,GJ05-047292,J.CeramicSoc.Japan,1983,v.091p.0199,Glass,Boro-Silicate,,,,,,,,,,,,,,43.48,43.48,0,0,0,0,0,13.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.14
3375,XP03-189120,JapanesePatentHoyaCorp.(J),1999,A322362,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,,,,50,0,17.5,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.6
2912,XP06-169838,USPatent,1996,A5569629,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,,Fiber,GlassCeramics,,,Fiber,,,,,,,78,0,12.3,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
2655,XP06-154332,USPatentCorningInc.(US),1994,A5352638,Glass-Ceramics,Alumino-Silicate,,,GlassCeramics,,,,,,,,,,,50.59,0,16.2,16.39,0,0,0,0,0,0,0,0,0,16.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.4
4486,XP02-211373,JapanesePatentOharaInc.(J),2001,A048584,Glass-Ceramics,AlkaliSilicate,,,GlassCeramics,,,,ColorFilter,,,,,,,73.58,0,3.17,0.73,0,0,17.69,0,0.81,0,0,0,0,0,0,0.36,0.57,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,2.14,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
8540,GP03-294517,EuropeanPatentNipponElectricGlass(J),2009,A2119681,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,SolarCell,Substrate,,,,Ex.6,,66.65,10.27,10.19,0.49,9.44,0,0,0,0,0,0,0,0,0,0,0,2.87,0,0,0,0,0.004145,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
1447,GJ02-062803,J.AmericanCeramicSoc.,1984,v.067p.0270,Glass,AlkaliSilicate,Alumino-Silicate,,Fiber,,,,,,,,,TherearetwoFigsofYoung'smoduli,,66.7,0,16.65,0,0,0,0,16.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
4815,XP06-212709,JapanesePatentKonicaMinolta(J),2001,A287946,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,OtherSilicate,GlassCeramics,,,,MagneticMemoryDisk,,,,,crystal:(MgAl)SiO3,,44.24,0,12.14,26.22,0,0,6.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.8
4239,XP06-210888,JapanesePatentKonicaMinolta(J),2001,A019491,Glass-Ceramics,Alumino-Silicate,AlkaliSilicate,,,,,,MagneticMemoryDisk,,,,,,,73.37,0,3.77,0,2.32,0,16.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.37,0,0,2.59,0,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.4
6854,GP02-256462,USPatentNipponSheetGlass(J),2004,A6753280,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,IRAbsorbingMaterial,UVAbsorbingMaterial,VehicleWindow,,,Ex.2,,68.61,0,0.06,5.37,8.87,0,3.86,12.65,0.04,0,0,0,0.02,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.3
10375,GP03-352235,USPatentOthers,2013,A0217822,Glass,Alkaline-earthSilicate,Alumino-Silicate,,Melting,Fiber,AcidResistant,,PlasticsFRP,Energy,,,,ex.1-76,,58.29,0,4.5,17.1,19.46,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.596
9423,GP06-308914,JapanesePatentOharaInc.(J),2012,A146393,Glass,Alumino-Silicate,Zinc-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.G1,,52.71,0.96,11.75,13.21,0,0,0,4.3,0,0,0,0,0,0,0,11.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.15,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101
1228,GJ06-053811,J.Non-CrystallineSolids,1973,v.012p.0035,Glass,Alumino-Silicate,,,,,,,,,,,,,,85.8,0,7.2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2
7709,GP06-275636,USPatent,2006,A0166804,Glass,Alumino-Silicate,,,,,,,Substrate,MagneticMemoryDisk,,,,D.Sprengeretal.Ex.5-1,,28,2,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
302,GB02-006635,HandbookofGlassProperties,1986,v.001p.0329,Glass,AlkaliSilicate,Boro-Silicate,,,,,,,,,,,,,65,5,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.5
1828,GB02-088963,TechnicalGlasses,1961,v.001p.0311,Glass,AlkaliSilicate,Alkaline-earthSilicate,Boro-Silicate,,,,,SolderGlassSealingGlass,,,,,PLATINUMSEALINGGLASS2962No3,,77.39,3.56,1.21,0,2.21,0,0,13,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.52
8071,XP02-287017,JapanesePatentOharaInc.(J),2008,A254984,Glass-Ceramics,AlkaliSilicate,Alumino-Silicate,Alkaline-earthSilicate,,,,,Substrate,MagneticMemoryDisk,,,540C5hr+710C3hr,Ex.E,,68.32,0,4.23,2.29,0,0,14.42,0,1.31,0,0,0,0,0,0,3.86,0.59,0,0,0,0,0,0,0.55,0.04,0,0,0,0,0,2.31,0,0,1,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
4168,XP06-210817,JapanesePatentKonicaMinolta(J),2001,A019482,Glass-Ceramics,Alumino-Silicate,AlkaliSilicate,,,,,,MagneticMemoryDisk,,,,,,,72.69,0,5.67,0,0,0,17.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,3.32,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
8988,GP02-301881,JapanesePatentAsahiGlass(J),2011,A123924,Glass,AlkaliSilicate,Alumino-Silicate,,,,,,Substrate,MagneticMemoryDisk,,,,Ex.2,,64.5,0,12,0,0,0,12.8,5.5,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.7
1537,GB02-071353,HandbookofGlassData,1983,v.00Ap.0325,Glass,AlkaliSilicate,,,,,,,,,,,,,,66.7,0,0,0,0,0,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.52
10150,GP02-316944,EuropeanPatentAsahiGlass(J),2014,A2774895,Glass,AlkaliSilicate,Alumino-Silicate,Alkaline-earthSilicate,,,,,Display,PlasmaDisplay,LiquidCrystalDisplay,Substrate,,Ex.5,,61,3,14,9,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
4418,XP06-211067,JapanesePatentKonicaMinolta(J),2001,A026457,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,,GlassCeramics,,,,MagneticMemoryDisk,,,,,Crystal:Magnesium-Aluminosilicate,,51.24,0,16.29,29,0,0,0,0,0.68,0,0,0,0,0,0,0.39,0,0,0,0,0,0,0,0,0.04,0.39,0,0,0,0,0,0,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.2
168,GB02-006479,HandbookofGlassProperties,1986,v.001p.0326,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,55.8,0,0,0,0,0,0,0,17.6,0,0,0,0,0,0,0,26.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.8
1722,GJ30-078814,J.AmericanCeramicSoc.,1970,v.053p.0311,Glass,Aluminate,,,,,,,,,,,,8Figs4Tables,,10,0,30,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.56
10439,XP06-352474,USPatentCorningInc.(US),2013,A0296155,Glass-Ceramics,Alumino-Silicate,AlkaliSilicate,,Melting,GlassCeramics,Opaque,,ElectronicsElectrical,ConsumerProducts,ChemicalStrengthen,,780C2h+950C4h,ex.XCrystal:mass%,,69.28,1.8,12.61,2.9,0,0,7.71,0.4,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
1559,GJ05-072009,PhysicsandChemistryofGlasses,1961,v.002p.0119,Glass,Boro-Silicate,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,Eglass,,54.1,13.97,8.66,0.58,19.67,0,0,0.76,0.12,0,0,0,0,0,0,1.52,0,0,0,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.42
7424,XP03-269396,USPatentHoyaCorp.(J),2005,A6960399,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,,GlassCeramics,,,,Substrate,MagneticRecordingHead,,,800C4h+1000C4h,Ex.7Crystalothers:2MgO.2Al2O3.4SiO2MgO.2Al2O3.5SiO2,,46.82,0,10.27,34.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,7.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.5
3889,XP03-205857,JapanesePatentNipponSheetGlass(J),2000,A313639,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,OtherSilicate,GlassCeramics,,,,Substrate,MagneticMemoryDisk,,,,Heattreat:750C.3h850C.4h,,30.74,0,11.48,31.23,0,0,0,0,1.9,0,12.18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182
3767,GP03-205019,JapanesePatentAsahiGlass(J),2000,A159539,Glass,Alkaline-earthSilicate,Alumino-Silicate,OtherSilicate,,,,,Substrate,MagneticMemoryDisk,,,,,,48,0,13.5,12,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120
7675,GP02-275350,USPatentCentralGlass(J),2006,A7091144,Glass,AlkaliSilicate,OtherSilicate,,,,,,ColorFilter,OpticalDemulti-MultiPlexor,,,,Ex.2-3,,48.23,0,0,0,0,0,6.78,11.23,9.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.23,0,0,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3
3464,GP03-190509,EuropeanPatentHoyaCorp.(J),1999,A0953548,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,,,,50,0,8,15,15,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
9511,GP06-309868,USPatent,2012,A0178610,Glass,Alumino-Silicate,,,Fiber,,,,,,,,,S.V.Hublikaretal.Ex.4,,64.27,4.7,14.35,14.86,0.11,0,1.63,0.04,0.006702,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.5
7656,GP05-275112,JapanesePatentHoyaCorp.(J),2006,A347796,Glass,Boro-Silicate,Alumino-Silicate,Alkaline-earthSilicate,NonAlkali,,,,LiquidCrystalDisplay,Substrate,,,,Ex.2,,67.5,10.4,10.3,2.6,8.3,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.2
8816,GP03-299169,USPatentAsahiGlass(J),2010,A7754631,Glass,Alkaline-earthSilicate,Alumino-Silicate,,NonAlkali,,,,LiquidCrystalDisplay,Substrate,,,,Ex.10,,63.9,7.47,10.75,7.47,6.97,0,0,0,0,0,0,0,0,0,0,0,2.99,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80
6308,GP06-228743,EuropeanPatentCorningInc.(US),2003,A1321442,Glass,Alumino-Silicate,,,,,,,Display,,,,,Code:CVL,,86,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
4178,XP06-210827,JapanesePatentKonicaMinolta(J),2001,A019483,Glass-Ceramics,Alumino-Silicate,AlkaliSilicate,,,,,,MagneticMemoryDisk,,,,,,,68.72,0,5.03,1.46,0,0,17.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02,0,0,0.96,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.5
3520,GI06-191642R,NGF'sAdditionalNewData(J),2001,v.004p.0001,Glass,Alumino-Silicate,AlkaliSilicate,,,,,,ElectronicsElectrical,Substrate,,,,GlassName:C002Melting:inPtRhcrucibleat1520Cfor22hr.Annealing:at580Cfor1hr.,,66.02,0,9.87,0,0,0,24.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.4
4350,XP06-210999,JapanesePatentKonicaMinolta(J),2001,A026451,Glass-Ceramics,Alumino-Silicate,Alkaline-earthSilicate,,,,,,MagneticMemoryDisk,,,,,Crystal:Magnesium-Aluminosilicate,,50.38,0,14.52,30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
3891,XP03-205859,JapanesePatentNipponSheetGlass(J),2000,A313639,Glass-Ceramics,Alkaline-earthSilicate,Alumino-Silicate,OtherSilicate,GlassCeramics,,,,Substrate,MagneticMemoryDisk,,,,Heattreat:800C.2h900C.4h,,35.4,0,8.7,31.7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.7,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181
4170,XP06-210819,JapanesePatentKonicaMinolta(J),2001,A019483,Glass-Ceramics,Alumino-Silicate,AlkaliSilicate,,,,,,MagneticMemoryDisk,,,,,,,69.92,0,5.99,0,0.52,0,20.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0.94,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.2
5686,GP03-223922,USPatentNipponSheetGlass(J),2002,A6340647,Glass,Alkaline-earthSilicate,Alumino-Silicate,AlkaliSilicate,,,,,Substrate,MagneticMemoryDisk,,,,,,55.5,0,14,12,2.5,0,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102
