No.,GlassNo.,DataSource,Year,DataSourceNumber,State,GlassSystem1,GlassSystem2,GlassSystem3,Appearance1,Appearance2,Appearance3,Appearance4,Usage1,Usage2,Usage3,Usage4,ThermalTreatment,Note,GlassNo.(Structure),SiO2,B2O3,Al2O3,MgO,CaO,BaO,Li2O,Na2O,K2O,Ag2O,MnO,FeO,CoO,NiO,CuO,ZnO,SrO,CdO,PbO,SnO,Cr2O3,Fe2O3,As2O3,Y2O3,Sb2O3,La2O3,Nd2O3,Gd2O3,Bi2O3,Co3O4,TiO2,MnO2,GeO2,ZrO2,CeO2,SnO2,P2O5,Ta2O5,Nb2O3,SO3,MoO3,WO3,H2O,LiF,NaF,KF,MgF2,CaF2,SrF2,BaF2,ZnF2,PbF2,YF3,AlF3,LaF3,GdF3,YbF3,ErF3,F,Cl,Br,Ag,AbbeValue(nd-1)/(nF-nC)
12030,GP04-262745,EuropeanPatentSchottAG(DE),2004,A1472192,Glass,Lead-Silicate,,,,,,,OpticalUse,Lens&Prism,LiquidCrystalDisplay,,,Ex.10,,52.25,0,0,0,0,0,0,1.06,0.69,0,0,0,0,0,0,0,0,0,42.5,0,0,0,0,0,0.22,0,0,0,0,0,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.88
12073,GP06-264606,JapanesePatentCarlZeiss(DE),2005,A035881,Glass,Alumino-Silicate,,,,,,,OpticalUse,Lens&Prism,,,,Ex.1,,66.2,0,17.26,1.72,0,0,7.92,0.22,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,2,0,0,1.02,0,0,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.12
2067,GB02-026185,HandbookofGlassData,1987,v.00Cp.0589,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,75,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.8
11103,GJ04-245075,J.Res.NationalBureauofStandards,1951,v.046p.0176,Glass,Lead-Silicate,,,,,,,OpticalUse,,,,,viscosityanddensityofmoltenglasseswithacounterbalanced-spheremethod,,66.47,0,0,0,0,0,0,0,5.27,0,0,0,0,0,0,0,0,0,28.1,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.9
11826,GP03-261019,JapanesePatentCarlZeiss(DE),2004,A256389,Glass,Alkaline-earthSilicate,,,Fiber,NonLead,,,OpticalUse,OpticalWaveguide,,,,Ex.3,,57.7,0,2.27,0,0,12.06,0,14.91,0,0,0,0,0,0,0,9.46,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,3.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.2
1680,GB03-017346,HandbookofGlassData,1987,v.00Cp.0910,Glass,Alkaline-earthSilicate,OtherSilicate,,,,,,,,,,,,,53,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.6
2320,GJ04-041183,GlassPhysics&Chemistry,1985,v.011p.0360,Glass,Lead-Silicate,AlkaliSilicate,,,,,,OpticsOptoelectronics,,,,,,,79.34,0,0,0,0,0,0,0,9.34,0,0,0,0,0,0,0,0,0,11.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.4
2577,GP09-030597,JapanesePatentHoyaCorp.(J),1984,A152240,Glass,OtherSilicate,AlkaliSilicate,Boro-Silicate,,,,,OphthalmicLens,,,,,,,64.42,4.1,1.55,0,2.26,0,8.49,0,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.6
11532,GP03-255666,JapanesePatentNipponElectricGlass(J),2004,A075456,Glass,Alkaline-earthSilicate,AlkaliSilicate,,Pressed,Molded,,,OpticalUse,Lens&Prism,,,,Ex.5,,61.69,9.17,1.02,1.72,2.23,2.26,9.76,1.68,0.88,0,0,0,0,0,0,3.24,3.88,0,0,0,0,0,0,0,0.02,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3
3716,GC04-065721,CorningInc.(US),1985,Ceren17,Glass,Lead-Silicate,,,,,,,CherenkovCounter,,,,,GLASSFORCERENKOVCOUNTERS,,55.65,0,0,0,0,0,0,2.06,1.36,0,0,0,0,0,0,0,0,0,40.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
9523,GP02-211812,JapanesePatentNipponSheetGlass(J),2001,A139341,Glass,AlkaliSilicate,Alkaline-earthSilicate,OtherSilicate,GradedIndex,NonLead,,,Lens&Prism,,,,,,,54.5,0,1,8,0,8,9.5,9,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.82
17810,GP03-351811,USPatentOharaInc.(J),2012,A0220442,Glass,Alkaline-earthSilicate,AlkaliSilicate,,Melting,Fiber,,,OpticalUse,Lamp,OpticalFiber,,,ex.7,,55.98,0,0.11,0,4.33,11.97,0,9.13,0.53,0,0,0,0,0,0,7.19,4.86,0,0,0,0,0,0,0,0.03,1.25,0,0,0,0,0,0,0,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.3
2843,GC01-052203,Shin-EtsuQuartzProducts(J),1980,Herasil123,Glass,Silica,,,Block,Slab,Rod,,OpticsOptoelectronics,,,,,,,99.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.6
3862,GP05-071055,EuropeanPatentCorningInc.(US),1985,A0151346,Glass,Boro-Silicate,AlkaliSilicate,,,,,,OphthalmicLens,,,,,,,58.2,17.88,4.17,0,0,0,1.14,0,13.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,3.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09,0,0,54.3
12928,GP02-278654,JapanesePatentNipponSheetGlass(J),2007,A137705,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,UV-TransmittingMaterial,LaboratoryWare,,,,Ex.2,,66.57,0,0.99,4.39,4.85,3.84,0,19.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001149,0,0,0,0,0,0,0,0,0.0002139,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.8
3861,GP05-071054,EuropeanPatentCorningInc.(US),1985,A0151346,Glass,Boro-Silicate,AlkaliSilicate,,,,,,OphthalmicLens,,,,,,,60.52,16.46,3.89,0,0,0,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,54.1
851,GB02-011588,HandbookofGlassProperties,1986,v.001p.0567,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,80.7,0,0,0,0,0,0,0,14.7,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.1
7404,GB03-174645,DataBookofGlassComposition(J),1991,v.001p.0092,Glass,Alkaline-earthSilicate,Boro-Silicate,AlkaliSilicate,,,,,OpticalUse,Lens&Prism,,,,SSK9,,51.71,8.34,0.23,0,8.26,15.25,0,5.44,3.83,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,4.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.8
2071,GB02-026189,HandbookofGlassData,1987,v.00Cp.0589,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,80,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.5
2585,GP09-030605,JapanesePatentHoyaCorp.(J),1984,A152240,Glass,OtherSilicate,AlkaliSilicate,Boro-Silicate,,,,,OphthalmicLens,,,,,,,66.51,4.13,0,0,0,0,5.56,3.1,7.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,13.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.4
3694,GP06-063973,JapanesePatentNat.Inst.Mat.Sci.(J),1987,A138342,Glass,Alumino-Silicate,Alkaline-earthSilicate,,,,,,Lens&Prism,,,,,,,60,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5
3740,GP03-067606,JapanesePatentOharaInc.(J),1981,A073646,Glass,Alkaline-earthSilicate,Boro-Silicate,OtherSilicate,,,,,Lens&Prism,,,,,,,60.15,8.65,0.84,0,0,23,0,0,0,0,0,0,0,0,0,0,4.15,0,0,0,0,0,0.21,0,0.15,0,0,0,0,0,2.15,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.4
7374,GP09-253565,USPatentSchottAG(DE),2003,A6630420,Glass,OtherSilicate,AlkaliSilicate,Alkaline-earthSilicate,,,,,ReinforcementofCement,,,,,Ex.A1,,76.61,0,0.65,0,5.91,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.27
14373,GP03-296755,USPatentNipponSheetGlass(J),2010,A0029830,Glass,Alkaline-earthSilicate,,,Flake,,,,Filler,,,,,Ex.6,,60.01,0,7.7,1.46,25.83,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
10446,GP02-224273,USPatent,2002,A6391810,Glass,AlkaliSilicate,Alkaline-earthSilicate,,NonLead,,,,ConsumerProducts,,,,,,,68.78,1.55,0.18,6.67,6.08,0,1,13.6,0.89,0,0,0,0.0002394,0,0,0.51,0.06,0,0,0.13,0,0.007467,0,0,0,0.15,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0.01,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,59.1
7652,GP02-265050,JapanesePatentOharaInc.(J),2005,A104824,Glass,AlkaliSilicate,,,,,,,OpticalUse,Lens&Prism,,,,Ex.8,,73.05,3.71,0,0,1.73,0,1.08,8.12,10.42,0,0,0,0,0,0,0.79,0.75,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.8
6746,GP09-155647,JapanesePatentOharaInc.(J),1994,A135738,Glass,OtherSilicate,AlkaliSilicate,,,,,,OpticalUse,Lens&Prism,,,,,,62.02,0,0,0.86,0,2.25,0,5.9,7.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,21.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.9
7057,GP09-164369,EuropeanPatentOharaInc.(J),1995,A0645348,Glass,OtherSilicate,AlkaliSilicate,Alkaline-earthSilicate,,,,,OpticalUse,,,,,,,57.19,0,0,0,5.11,4.9,0,4.27,9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,19.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2
3571,GP04-060931,USPatent,1988,A4721690,Glass,Lead-Silicate,,,,,,,OpticsOptoelectronics,Lens&Prism,RadiationShield,,,,,62.42,0,0,0,0,0,0,2.63,3,0,0,0,0,0,0,0,0,0,27.91,0,0,0,0.16,0,0,0,0,0,0,0,1.49,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5
3753,GP09-067765,JapanesePatentHoyaCorp.(J),1981,A059640,Glass,OtherSilicate,AlkaliSilicate,Boro-Silicate,,,,,OphthalmicLens,,,,,,,64.49,4.2,1.59,0,0,0,4.35,5.25,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5
3692,GP06-063970,JapanesePatentNat.Inst.Mat.Sci.(J),1987,A138342,Glass,Alumino-Silicate,Alkaline-earthSilicate,,,,,,Lens&Prism,,,,,,,65,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.7
8522,GP05-189657,USPatentCorningInc.(US),1999,A5932501,Glass,Boro-Silicate,,,,,,,,,,,,,,50.44,15.04,0,0,0,7.5,4.71,3.03,2.16,0,0,0,0,0,0.49,0,1.21,0,0,1.16,0,0,0,0,0,3.36,0,0,0,0,0,0,0,6.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21,1.96,0,52.5
4548,GP02-116660,JapanesePatentHoyaCorp.(J),1991,A012341,Glass,AlkaliSilicate,,,Fiber,WaterResistant,,,OpticalTransmission,OpticalFiber,OpticalWaveguide,,,Clad.,,70.86,0,1.54,0,0,0,10.96,9.86,4.41,0,0,0,0,0,0,0,0,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.7
5729,GP02-116670,JapanesePatentHoyaCorp.(J),1991,A012341,Glass,AlkaliSilicate,,,Fiber,WaterResistant,,,OpticalTransmission,OpticalFiber,OpticalWaveguide,,,Clad.,,66,4.37,0,0,0,0,14.69,4.42,9.56,0,0,0,0,0,0,0,0,0,0.92,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.7
2304,GJ04-041156,GlassPhysics&Chemistry,1985,v.011p.0360,Glass,Lead-Silicate,AlkaliSilicate,,,,,,OpticsOptoelectronics,,,,,,,81.09,0,0,0,0,0,0,0,4.86,0,0,0,0,0,0,0,0,0,14.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5
8081,GP05-278937,USPatentSchottAG(DE),2007,A7163904,Glass,Boro-Silicate,AlkaliSilicate,,,,,,OpticalUse,,,,,Ex.9,,73.42,10.14,0,0,0.23,0.56,0,9.66,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.58
5730,GP02-116671,JapanesePatentHoyaCorp.(J),1991,A012341,Glass,AlkaliSilicate,,,Fiber,WaterResistant,,,OpticalTransmission,OpticalFiber,OpticalWaveguide,,,Clad.,,58.24,0,4.25,0,0,0,27.63,1.58,7.17,0,0,0,0,0,0,0,0,0,1.08,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.1
3518,GP02-058953,JapanesePatentCorningInc.(US),1986,A086446,Glass,AlkaliSilicate,Alkaline-earthSilicate,Boro-Silicate,,,,,OphthalmicLens,,,,,,,50.8,7.3,0,0,12.95,0,12.56,1.46,7.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
1027,GB03-012549,HandbookofGlassProperties,1986,v.001p.0591,Glass,Alkaline-earthSilicate,Zinc-Silicate,,,,,,,,,,,,,52,0,0,0,0,28,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.4
1793,GB02-019486,HandbookofGlassData,1987,v.00Cp.0166,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,,,,,,,,80.7,0,0,0,0,0,0,0,14.7,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.1
13220,XP06-282197,USPatentOharaInc.(J),2007,A0293386,Glass-Ceramics,Alumino-Silicate,,,GlassCeramics,,,,Substrate,Semiconductor,,,650-750C1-150hr.,Ex.4,,63.91,0,15.81,1.7,1.22,0.45,9.18,0,0,0,0,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,1.11,0.2,0.23,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4
997,GB02-012261,HandbookofGlassProperties,1986,v.001p.0584,Glass,AlkaliSilicate,OtherSilicate,,,,,,,,,,,,,65,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5
11412,GP03-253562,USPatentSchottAG(DE),2003,A6627569,Glass,Alkaline-earthSilicate,AlkaliSilicate,OtherSilicate,,,,,ReinforcementofCement,,,,,Ex.A8,,58.09,0,0.62,15.8,9.09,1.66,0,3.09,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.95,0,0,5.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.73
8020,GP03-181583,JapanesePatent,1998,A212133,Glass,Alkaline-earthSilicate,,,NonLead,,,,OpticalUse,Lens&Prism,,,,,,55.65,9.26,0.87,0,3.02,15.55,0,2.21,4.02,0,0,0,0,0,0,3.46,0,0,0,0,0,0,0,0,0.08,0.45,0,0,0,0,4.84,0,0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.8
16069,GP03-309734,USPatentNipponSheetGlass(J),2012,A8304484,Glass,Alkaline-earthSilicate,Alumino-Silicate,,Flake,,,,Composite,Filler,,,,Ex.8,,59.98,0,7.7,4.58,16.58,0,0,0,0,0,0,0,0,0,0,0,6.96,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
1069,GB03-012792,HandbookofGlassProperties,1986,v.001p.0596,Glass,Alkaline-earthSilicate,Alumino-Silicate,,,,,,,,,,,,,56,0,8,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.9
16709,GP06-313410,USPatentOCVIntellectualCapital(US),2013,A0217807,Glass,Alumino-Silicate,OtherSilicate,,Fiber,,,,Composite,Fiber,,,,OCVIntellectualCapitalLLC.Ex.13,,53.87,12.79,15.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.8
8053,GP05-182131,USPatentHoyaCorp.(J),1998,A5744409,Glass,Boro-Silicate,,,HotPressed,,,,OpticalUse,Lens&Prism,,,,,,55.86,12.74,2.34,0,0,7.13,16.41,1.07,2.39,0,0,0,0,0,0,1.63,0,0,0,0,0,0,0,0,0.05,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
2333,GB03-024260,HandbookofGlassData,1987,v.00Cp.0683,Glass,Alkaline-earthSilicate,Zinc-Silicate,,,,,,,,,,,,,58,0,0,0,0,30,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.5
5274,GP05-168003,JapanesePatentOharaInc.(J),1996,A034633,Glass,Boro-Silicate,,,,,,,OpticalUse,Lens&Prism,,,,,,76.54,13.03,0,0,0,0,0,8.18,1.66,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0.09,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.7
5771,GP02-181361,JapanesePatent,1998,A167753,Glass,AlkaliSilicate,,,NonLead,,,,OpticalUse,Lens&Prism,,,,,,74.53,3.31,0,0,0,0,0,6.74,11.19,0,0,0,0,0,0,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.17
2345,GB03-024278,HandbookofGlassData,1987,v.00Cp.0684,Glass,Alkaline-earthSilicate,Zinc-Silicate,,,,,,,,,,,,,64,0,0,0,0,26,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.2
7650,GP02-265048,JapanesePatentOharaInc.(J),2005,A104824,Glass,AlkaliSilicate,,,,,,,OpticalUse,Lens&Prism,,,,Ex.6,,72.57,4.21,0,0,3.47,0.85,2.18,3.26,12.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,1.22,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.8
1777,GB02-018921,HandbookofGlassData,1987,v.00Cp.0154,Glass,AlkaliSilicate,Zinc-Silicate,,,,,,,,,,,,,75.32,0,0,0,0,0,0,23.72,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.06
5452,GB02-174748,DataBookofGlassComposition(J),1991,v.001p.0127,Glass,AlkaliSilicate,Alkaline-earthSilicate,,,,,,OpticalUse,OphthalmicLens,,,,,,72.43,0,0,0,13.04,0,0,11.04,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.2
13872,GP07-290986,EuropeanPatentSchottAG(DE),2009,A2072477,Glass,Zinc-Silicate,AlkaliSilicate,,Fiber,,,,OpticalWaveguide,,,,,Ex.6,,58.93,0,0,0,0,0.49,1.95,8.13,5.19,0,0,0,0,0,0,20.81,0,0,0,0,0,0,0.04,0,0,0.54,0,0,0,0,0,0,0,3.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.27
8607,GI06-190631R,NGF'sAdditionalNewData(J),2000,v.002p.0001,Glass,Alumino-Silicate,AlkaliSilicate,OtherSilicate,,,,,MagneticRecordingHead,,,,Anneal:at700Cfor2hr.,GlassNameA49.Melt:inPtat1600Cfor5hr.GlassforChem.Strengthen.,,65.24,0,9.67,0,0,0,10,10.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,4.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.8
5276,GP05-168005,JapanesePatentOharaInc.(J),1996,A034633,Glass,Boro-Silicate,,,,,,,OpticalUse,Lens&Prism,,,,,,71.67,4.08,0,0,0,4.16,0,6.94,8.91,0,0,0,0,0,0,0,3.81,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.26,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.1
7399,GB03-174637,DataBookofGlassComposition(J),1991,v.001p.0091,Glass,Alkaline-earthSilicate,Boro-Silicate,,,,,,OpticalUse,Lens&Prism,,,,SK5,,54.83,18.22,4.17,0,0,22.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.3
2380,GB03-024802,HandbookofGlassData,1987,v.00Cp.0771,Glass,Alkaline-earthSilicate,Boro-Silicate,,,,,,,,,,,,,61.2,6.5,0,0,0,32.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.1
